"Schools_2006","lon","lat"
4871,143.2244216,-18.5471467
4520,152.8676186,-27.37121
4005,153.0471371,-27.4655769
3016,144.8813738,-37.8571449
4011,153.0589126,-27.4191871
4007,153.0648006,-27.4366918
4031,153.0294751,-27.4076416
6720,117.2205771,-20.6370993
6714,117.0794082,-20.967771
6729,133.775136,-25.274398
6713,116.5137964,-20.5356175
6718,117.1970557,-20.7505507
3018,144.8126334,-37.859343
3013,144.8813738,-37.819811
846,NA,NA
3854,146.5840737,-38.1223546
3844,146.5840737,-38.2728501
3856,146.5392256,-38.0326139
3840,146.4495924,-38.2671612
3803,145.2756505,-38.0069505
4208,153.2857165,-27.7674471
4226,153.3859379,-28.0648601
2361,151.1869325,-29.2477204
2360,151.2335592,-29.640762
3125,145.1099967,-37.8483275
3188,145.0135139,-37.9394031
3143,145.0190242,-37.857253
3053,144.9694441,-37.798389
3206,144.9584302,-37.8460268
3180,145.250782,-37.8887649
3088,145.1099967,-37.698595
5093,138.6614478,-34.8352083
7275,146.8739437,-41.3302463
7270,146.7530873,-41.1958161
7277,146.9726748,-41.3812198
2570,150.6285091,-34.0252949
2564,150.8900145,-33.9963891
2563,150.7504879,-34.1028697
2565,150.8493059,-33.9909712
2516,150.904556,-34.3284699
2231,151.1985879,-34.0194134
3910,145.1927835,-38.1608986
3199,145.1486206,-38.1645944
2179,150.8086082,-33.9549525
2666,147.5532762,-34.4152092
2825,147.1013188,-31.7929088
2213,150.9947439,-33.9519315
2567,150.7562989,-34.048387
2569,150.7040079,-34.1924773
2572,150.5124332,-34.177879
3155,145.2867055,-37.8610682
4700,150.5004652,-23.3762489
4711,133.775136,-25.274398
4702,149.3303348,-23.6457869
4521,152.8029443,-27.1352804
5250,138.8648975,-35.0404491
5245,138.8095665,-35.0314617
5251,138.9001364,-35.0961731
5142,138.7417347,-34.9599982
5242,138.8095665,-34.9764499
5241,138.8699303,-34.9094528
5236,139.0615086,-34.8681641
5139,138.8045391,-34.9239285
7005,147.3433797,-42.9148213
7215,148.2278837,-41.6050056
7175,147.857553,-42.7569511
3177,145.2424941,-37.9957951
2504,NA,NA
3067,144.9983623,-37.8023601
6530,113.8584737,-28.7776521
6525,115.0465991,-29.2906134
6537,113.5728501,-25.732342
6535,114.6192899,-28.2831844
6532,114.7142918,-26.9468463
4812,146.7917682,-19.2873647
4811,146.8198691,-19.360968
4012,153.0479657,-27.3930139
2018,133.775136,-25.274398
2022,133.775136,-25.274398
2142,151.006385,-33.8323277
3649,145.6911745,-36.0834857
3644,145.736481,-35.9546799
3641,145.4471613,-35.9078595
6109,116.0118335,-32.0440832
6147,115.9261038,-32.0443356
4021,153.0824656,-27.223156
4128,153.1737578,-27.6519632
4509,153.0265315,-27.2360306
2701,147.2366964,-34.6770935
4878,145.6908596,-16.8314187
4874,141.8707759,-12.6318718
4872,144.9611836,-18.0178418
4881,145.6333317,-16.8167422
3427,144.6862995,-37.6153848
3429,144.7192376,-37.5424727
3434,144.7192376,-37.3550485
2912,149.1357507,-35.188067
7467,145.5437939,-42.0785959
7468,145.4170575,-42.1828342
7469,145.1811765,-41.9147711
7320,145.8962992,-41.0701328
7214,147.9465902,-41.5180471
2618,149.0353134,-35.1423355
5433,138.1597946,-32.3680906
2097,151.2947775,-33.734283
2093,151.2627078,-33.8055737
2092,151.2423032,-33.7927181
2101,151.2685382,-33.6891976
2102,151.2947775,-33.6881414
2096,151.2889461,-33.7738038
2753,150.6981989,-33.6149421
2765,150.8725666,-33.6496795
2754,150.7156265,-33.5631923
2757,150.7011034,-33.5517656
7052,147.3203772,-43.0090716
880,NA,NA
881,NA,NA
5098,138.6413941,-34.8315199
3044,144.9364069,-37.7310813
3047,144.9336544,-37.6763574
3051,144.9419122,-37.7983816
831,NA,NA
3220,144.3521811,-38.155681
886,NA,NA
3181,144.996985,-37.8544481
3122,145.0328017,-37.8222114
3225,144.6643482,-38.2407088
3212,144.4561033,-38.0110859
3142,145.0190242,-37.8432402
2652,146.8311117,-34.6723667
3216,144.3139277,-38.1747227
5372,138.8196226,-34.4378904
5112,138.673985,-34.7325385
4553,153.0167101,-26.7664958
4567,153.1018054,-26.4065351
4550,152.9666291,-26.8000383
4565,152.9912123,-26.303935
6103,115.9201904,-31.9608819
3636,145.5136433,-36.102425
3629,145.2922335,-36.2976747
3616,145.2038278,-36.4591947
3646,145.7133909,-36.2251044
3618,145.1706992,-36.3624013
2134,151.1024569,-33.8799121
5116,138.7241621,-34.6336951
5117,138.6539268,-34.6416029
5501,138.3589086,-34.4875437
2263,151.5077645,-33.2504355
2250,151.1869325,-33.3502247
4888,145.4471613,-17.5839985
4880,145.3585972,-16.9941129
4887,145.093449,-17.4318581
2441,152.8029443,-31.2127192
2444,152.8499952,-31.392698
2429,152.3095833,-31.7944775
7171,147.5095172,-42.765277
6024,115.8107681,-31.8335417
4207,153.2061661,-27.7319516
4205,153.1590306,-27.6895821
7012,147.1788375,-42.8373287
2190,151.0529578,-33.90558
2199,151.0209375,-33.9050378
3804,145.3309395,-37.9788019
4514,152.7779946,-26.9550035
7302,147.0820343,-41.7808695
2228,151.1024569,-34.03825
2227,151.0849848,-34.043981
2229,151.1228434,-34.0460194
2232,151.0646032,-34.0311029
2224,151.0995447,-34.0094315
7325,145.6211457,-41.0680807
7322,145.7875622,-41.0574425
4131,153.1384143,-27.666306
4132,153.0912986,-27.6781718
4280,153.0383059,-27.835059
4127,153.1443045,-27.629563
4125,153.0441933,-27.7225265
4129,153.1884859,-27.6848624
3211,144.4561033,-37.9368044
3620,145.093449,-36.2508546
3621,144.9832134,-36.2331845
3377,142.9170407,-37.2971613
3624,144.9501708,-36.4031385
3612,145.005249,-36.602205
2251,151.38519,-33.4721323
2260,151.4377107,-33.4287117
2322,151.6654939,-32.8189255
2307,151.6917966,-32.879801
3222,144.5875645,-38.2049453
3226,144.5382417,-38.2573292
3224,144.4451578,-38.1833957
3223,144.6753231,-38.1610488
5017,138.4937213,-34.8047928
5680,134.3236557,-32.2048282
5022,138.496221,-34.9042495
5203,138.3389644,-35.5560092
5453,138.598804,-33.8487592
5633,135.7900209,-33.5972924
5223,137.058302,-35.8495682
5641,136.1326778,-32.9883959
5725,136.7478493,-30.4464984
5710,137.872375,-32.5027232
2115,151.0616918,-33.8132521
2041,151.1781916,-33.8583166
2009,133.775136,-25.274398
2047,151.1548847,-33.8523805
4022,153.0527075,-27.2144286
6168,115.7693535,-32.2822732
6176,115.7930198,-32.4250674
4073,152.9529566,-27.5435374
4076,152.9264759,-27.5786368
4079,133.775136,-25.274398
2225,151.0791612,-34.0016599
4862,133.775136,-25.274398
5255,139.0009403,-35.2657984
5172,138.5787728,-35.2925472
5154,138.7442455,-35.0183091
5165,138.476227,-35.1335313
5171,138.5387323,-35.2029084
2630,149.1960526,-36.3150116
2631,149.3339956,-36.5504439
2628,148.7831534,-36.5490119
2627,148.4629997,-36.5726432
4355,152.0545612,-27.2609101
2580,149.7487272,-34.7206289
2369,151.2102442,-29.9529375
2479,153.5098019,-28.713311
2481,153.568808,-28.6283277
2487,153.5452038,-28.2768342
2508,150.9307341,-34.2055707
4307,152.6148504,-27.8318494
4346,152.5941917,-27.5659238
3698,147.1351462,-36.762851
3699,147.3270485,-36.8124613
3691,146.9661233,-36.2373927
4209,153.2992885,-27.852293
5254,139.1625989,-35.0380696
5153,138.7794089,-35.08318
5220,137.2557429,-35.7822614
7261,147.7357075,-41.1585814
7262,147.6155813,-40.9608794
7260,147.5014271,-41.1510634
7263,147.7111044,-41.2926877
7303,146.8075069,-41.5574882
7259,147.3862417,-41.3420719
7258,147.2437064,-41.5159459
6058,116.0000104,-31.9831525
7190,147.8670095,-42.4174663
5213,138.7091042,-35.4834441
5212,138.6689697,-35.5032052
5202,138.4987208,-35.4049348
5214,138.8397403,-35.4919667
5211,138.5187229,-35.5042622
3281,142.5532048,-38.2466034
3268,142.9385002,-38.4984954
3276,142.4891909,-38.0951382
3282,142.3719834,-38.2971689
3265,142.7455935,-38.2633053
3284,142.2007574,-38.3689713
7321,145.2688105,-41.3706396
5275,140.1009527,-36.697806
5276,139.9777136,-37.2644147
6010,115.7752703,-31.9685608
2130,151.1359504,-33.8922971
2195,151.0733379,-33.9235692
6232,115.7279326,-33.3072511
3093,145.112755,-37.7393287
3096,145.1872619,-37.6683887
3871,146.1812023,-38.4049813
3870,146.3600438,-38.4631226
3953,146.002705,-38.4586497
3869,146.3712327,-38.3637637
7172,147.6082338,-42.7276445
4032,153.023588,-27.3847107
4037,152.9353024,-27.3392025
3221,144.1501922,-38.1636337
3214,144.3576473,-38.0788809
3228,144.2374759,-38.3419249
3328,144.0630048,-38.022066
3215,144.3357845,-38.1083132
2777,150.6168974,-33.6858294
2136,151.0733379,-33.8929126
2013,133.775136,-25.274398
3006,144.963937,-37.8245483
3218,144.2047333,-38.1180538
3240,144.1283863,-38.2482932
3241,143.9541563,-38.260588
3219,144.3849841,-38.176358
3809,145.4139392,-38.0673549
2773,150.6227031,-33.7639036
2140,151.0791612,-33.858623
3941,144.8181305,-38.3862088
3936,144.9942305,-38.3352183
3940,144.8786231,-38.3745297
3926,145.1044805,-38.3541527
3984,145.5579927,-38.3114378
3929,144.9721978,-38.4574538
3939,144.8951287,-38.4218526
3927,145.165179,-38.3793743
3919,145.1983055,-38.3534427
3934,145.016269,-38.287039
2082,151.134494,-33.5988104
2382,150.1647697,-30.6855751
2528,150.8551207,-34.5566631
2529,150.8551207,-34.5971935
2527,150.7562989,-34.5764532
6430,121.4570447,-30.7519667
2546,149.9797036,-36.2586281
5451,138.6589406,-34.039841
5454,138.598804,-33.4777612
5440,140.3481835,-31.3172034
5415,138.7794089,-33.9036859
5464,138.3589086,-33.6765832
5455,138.6589406,-33.7064182
5462,138.4587382,-33.8470065
4153,153.1354693,-27.511066
4160,153.2390188,-27.4869721
4178,153.17369,-27.4437553
4165,153.2999867,-27.5833177
4170,153.0750052,-27.4620175
3232,143.9324048,-38.528668
3230,144.1501922,-38.3850062
3235,143.9324048,-38.455233
3231,144.0521131,-38.451657
3333,144.0194472,-37.8585983
3321,143.9541563,-38.1130535
7105,133.775136,-25.274398
4285,152.9676695,-28.0150124
4287,152.8029443,-28.2608723
4119,153.1119105,-27.6092593
4156,153.1630145,-27.5589679
7330,144.9885732,-40.8894957
3331,144.1938221,-37.9939081
3097,145.2369693,-37.6897828
3084,145.0769045,-37.7436031
3091,145.1320653,-37.6404295
3752,145.082419,-37.6377485
2191,151.0849848,-33.9061117
2045,151.1374068,-33.8786088
2150,151.0092954,-33.8151823
